claim_id,claim_claimnumber,policy_number,incident_id,claim_lossdate,claim_reporteddate,claim_status,claim_closedate,claim_losstype,claim_lob,claim_severity,claim_loss_add_state,claim_glass_ind,claim_primary_group,claim_primary_adjuster_id,claim_litigation_ind,claim_subrogation_status,claim_salvage_status,claim_litigation_status,claim_fatalities,claim_large_loss,claim_coverage_in_question,claim_siu_status,claim_siu_score,claim_resolution
CLM01-10045,IA01-10045,POL01-1016572,INC01-100046,2018-10-03 00:00:00.000000,2018-10-06 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,NE,,Glass,ADJ01-1019254,,Y,Y,Open,,,Y,Unassigned,,
CLM01-10046,IA01-10046,POL01-1008610,INC01-100047,2018-08-22 00:00:00.000000,2018-08-22 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,LA,,Subrogation,ADJ01-1018024,,Y,Y,Open,Y,,,Unassigned,,
CLM01-10047,IA01-10047,POL01-1012741,INC01-100048,2018-07-01 00:00:00.000000,2018-07-05 00:00:00.000000,Open,,PD,AUTO,HIGH,AL,,Injury-Compound,ADJ01-1011030,,,,Open,Y,,,Unassigned,,
CLM01-10051,IA01-10051,POL01-1000560,INC01-100052,2018-10-22 00:00:00.000000,2018-10-22 00:00:00.000000,Open,,PD,AUTO,HIGH,VT,,Glass,ADJ01-1004100,,,,Close,Y,Y,Y,Unassigned,,
CLM01-10053,IA01-10053,POL01-1010030,INC01-100053,2018-08-14 00:00:00.000000,2018-08-15 00:00:00.000000,Open,,GLASS,AUTO,LOW,AK,Y,Glass,ADJ01-1019499,,,,Open,,Y,Y,Unassigned,,
CLM01-10054,IA01-10054,POL01-1003220,INC01-100054,2018-12-28 00:00:00.000000,2018-12-31 00:00:00.000000,Closed,2019-02-08 04:40:28.026114,COL,AUTO,MEDIUM,AL,,FastTrack,ADJ01-1011855,,Y,Y,Open,Y,Y,,Assigned,5,Reported in siu
CLM01-10056,IA01-10056,POL01-1022309,INC01-100056,2019-01-01 00:00:00.000000,2019-01-02 00:00:00.000000,Open,,GLASS,AUTO,LOW,HI,Y,Salvage,ADJ01-1004558,,,,Open,Y,Y,Y,Unassigned,,
CLM01-10057,IA01-10057,POL01-1012425,INC01-100057,2018-10-28 00:00:00.000000,2018-10-29 00:00:00.000000,Open,,PD,AUTO,HIGH,RI,,Subrogation,ADJ01-1014639,,,,Open,,Y,Y,Unassigned,,
CLM01-10061,IA01-10061,POL01-1005405,INC01-100061,2018-11-04 00:00:00.000000,2018-11-05 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,DC,,Injury,ADJ01-1003960,,Y,Y,Open,,Y,,Unassigned,,
CLM01-10062,IA01-10062,POL01-1003102,INC01-100062,2018-10-23 00:00:00.000000,2018-10-26 00:00:00.000000,Open,,BI,AUTO,HIGH,WA,,Physical,ADJ01-1004551,,,,Open,Y,,Y,Unassigned,,
CLM01-10063,IA01-10063,POL01-1005849,INC01-100063,2018-11-29 00:00:00.000000,2018-12-01 00:00:00.000000,Open,,PD,AUTO,HIGH,WV,,Analyst Vendor IPD,ADJ01-1010863,,,,Open,Y,Y,Y,Unassigned,,
CLM01-10065,IA01-10065,POL01-1003067,INC01-100065,2018-02-10 00:00:00.000000,2018-02-15 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,CA,,Injury,ADJ01-1002446,,Y,Y,Close,,Y,,Assigned,2,
CLM01-10066,IA01-10066,POL01-1011667,INC01-100066,2018-11-13 00:00:00.000000,2018-11-15 00:00:00.000000,Open,,GLASS,AUTO,LOW,WA,Y,Injury-Compound,ADJ01-1007941,,,,Open,,Y,Y,Unassigned,,
CLM01-10067,IA01-10067,POL01-1005367,INC01-100067,2018-03-21 00:00:00.000000,2018-03-23 00:00:00.000000,Open,,PD,AUTO,HIGH,CA,,Fire/Theft,ADJ01-1000810,,,,Open,Y,,Y,Unassigned,,
CLM01-10068,IA01-10068,POL01-1009363,INC01-100068,2018-11-27 00:00:00.000000,2018-11-30 00:00:00.000000,Open,,COL,AUTO,MEDIUM,AR,,houseowners Low Compound,ADJ01-1002490,,Y,Y,Close,,Y,Y,Unassigned,,
CLM01-10070,IA01-10070,POL01-1016344,INC01-100070,2018-12-30 00:00:00.000000,2019-01-04 00:00:00.000000,Closed,2019-02-08 04:40:28.026330,PD,AUTO,HIGH,GA,,Injury,ADJ01-1018903,,,,Open,Y,,Y,Unassigned,,Rejected
CLM01-10076,IA01-10076,POL01-1004411,INC01-100076,2018-10-07 00:00:00.000000,2018-10-10 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,VT,,Physical,ADJ01-1002017,,Y,Y,Close,Y,Y,Y,Unassigned,,
CLM01-10081,IA01-10081,POL01-1020652,INC01-100081,2018-10-04 00:00:00.000000,2018-10-06 00:00:00.000000,Open,,BI,AUTO,HIGH,TN,,houseowners compound,ADJ01-1003684,,,,Close,Y,,,Unassigned,,
CLM01-10082,IA01-10082,POL01-1002493,INC01-100082,2018-08-03 00:00:00.000000,2018-08-07 00:00:00.000000,Open,,COL,AUTO,MEDIUM,AR,,Injury-Compound,ADJ01-1017309,,Y,Y,Close,,Y,,Unassigned,,
CLM01-10083,IA01-10083,POL01-1015235,INC01-100083,2018-12-15 00:00:00.000000,2018-12-17 00:00:00.000000,Closed,2019-02-08 04:40:28.026440,BI,AUTO,HIGH,KY,,Analyst Vendor IPD,ADJ01-1007160,,,,Open,Y,Y,,Assigned,3,Reported in siu
CLM01-10086,IA01-10086,POL01-1022833,INC01-100086,2018-10-07 00:00:00.000000,2018-10-10 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,CO,,Subrogation,ADJ01-1018127,,Y,Y,Open,,Y,,Unassigned,,
CLM01-10088,IA01-10088,POL01-1018050,INC01-100088,2018-12-12 00:00:00.000000,2018-12-15 00:00:00.000000,Open,,GLASS,AUTO,LOW,AK,Y,houseowners Low Compound,ADJ01-1010174,,,,Open,,Y,Y,Unassigned,,
CLM01-10092,IA01-10092,POL01-1006213,INC01-100092,2018-12-14 00:00:00.000000,2018-12-18 00:00:00.000000,Closed,2019-02-08 04:40:28.026508,COMP,AUTO,MEDIUM,NH,,Medical Claims,ADJ01-1005119,,Y,Y,Open,Y,,Y,Unassigned,,Closed without payment
CLM01-10196,IA01-10196,POL01-1011574,INC01-100197,2018-07-20 00:00:00.000000,2018-07-22 00:00:00.000000,Open,,GLASS,AUTO,LOW,DC,Y,houseowners compound,ADJ01-1005714,,,,Open,Y,,Y,Unassigned,,
CLM01-10095,IA01-10095,POL01-1023968,INC01-100095,2019-01-01 00:00:00.000000,2019-01-06 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,AZ,,houseowners compound,ADJ01-1017100,,Y,Y,Open,Y,Y,Y,Unassigned,,
CLM01-10096,IA01-10096,POL01-1012845,INC01-100096,2018-04-02 00:00:00.000000,2018-04-05 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,ID,,Analyst Vendor IPD,ADJ01-1001798,,Y,Y,Open,Y,Y,Y,Unassigned,,
CLM01-10103,IA01-10103,POL01-1021323,INC01-100103,2018-12-24 00:00:00.000000,2018-12-27 00:00:00.000000,Closed,2019-02-08 04:40:28.026590,COMP,AUTO,MEDIUM,VT,,houseowners compound,ADJ01-1015518,,Y,Y,Close,Y,Y,,Unassigned,,Closed without payment
CLM01-10105,IA01-10105,POL01-1011086,INC01-100105,2018-01-13 00:00:00.000000,2018-01-17 00:00:00.000000,Open,,COL,AUTO,MEDIUM,OK,,Total Loss,ADJ01-1001359,,Y,Y,Open,Y,Y,,Unassigned,,
CLM01-10107,IA01-10107,POL01-1012259,INC01-100107,2018-08-08 00:00:00.000000,2018-08-13 00:00:00.000000,Open,,GLASS,AUTO,LOW,UT,Y,Total Loss,ADJ01-1019554,,,,Close,Y,,,Unassigned,,
CLM01-10108,IA01-10108,POL01-1009638,INC01-100108,2018-03-15 00:00:00.000000,2018-03-17 00:00:00.000000,Open,,BI,AUTO,HIGH,CA,,Analyst Vendor IPD,ADJ01-1010413,,,,Open,Y,Y,,Unassigned,,
CLM01-10109,IA01-10109,POL01-1021861,INC01-100109,2018-04-22 00:00:00.000000,2018-04-26 00:00:00.000000,Open,,COL,AUTO,MEDIUM,CO,,houseowners compound,ADJ01-1004368,,Y,Y,Open,Y,,Y,Unassigned,,
CLM01-10113,IA01-10113,POL01-1020543,INC01-100113,2018-09-05 00:00:00.000000,2018-09-05 00:00:00.000000,Open,,GLASS,AUTO,LOW,CT,Y,Subrogation,ADJ01-1010177,,,,Close,,Y,,Unassigned,,
CLM01-10114,IA01-10114,POL01-1014714,INC01-100114,2018-10-26 00:00:00.000000,2018-10-26 00:00:00.000000,Open,,COL,AUTO,MEDIUM,NC,,Injury,ADJ01-1010161,,Y,Y,Close,Y,,Y,Unassigned,,
CLM01-10118,IA01-10118,POL01-1018789,INC01-100118,2018-10-27 00:00:00.000000,2018-10-27 00:00:00.000000,Open,,PD,AUTO,HIGH,FL,,Subrogation,ADJ01-1006715,,,,Open,Y,,Y,Unassigned,,
CLM01-10121,IA01-10121,POL01-1002733,INC01-100121,2018-06-16 00:00:00.000000,2018-06-16 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,CO,,Glass,ADJ01-1015728,,Y,Y,Open,Y,,Y,Unassigned,,
CLM01-10123,IA01-10123,POL01-1016292,INC01-100123,2019-01-29 00:00:00.000000,2019-01-30 00:00:00.000000,Open,,BI,AUTO,HIGH,GA,,houseowners Low Compound,ADJ01-1013832,,,,Close,,Y,Y,Unassigned,,
CLM01-10124,IA01-10124,POL01-1010741,INC01-100124,2018-10-06 00:00:00.000000,2018-10-06 00:00:00.000000,Open,,GLASS,AUTO,LOW,NJ,Y,Salvage,ADJ01-1019042,,,,Open,Y,,,Unassigned,,
CLM01-10126,IA01-10126,POL01-1024520,INC01-100126,2018-10-11 00:00:00.000000,2018-10-12 00:00:00.000000,Open,,COL,AUTO,MEDIUM,WI,,Fire/Theft,ADJ01-1001415,,Y,Y,Open,,,Y,Unassigned,,
CLM01-10130,IA01-10130,POL01-1004462,INC01-100130,2018-11-25 00:00:00.000000,2018-11-29 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,LA,,Total Loss,ADJ01-1012765,,Y,Y,Open,Y,Y,,Unassigned,,
CLM01-10132,IA01-10132,POL01-1019199,INC01-100132,2018-09-05 00:00:00.000000,2018-09-09 00:00:00.000000,Open,,COL,AUTO,MEDIUM,TX,,houseowners compound,ADJ01-1001241,,Y,Y,Open,Y,,,Unassigned,,
CLM01-10133,IA01-10133,POL01-1022231,INC01-100133,2018-06-01 00:00:00.000000,2018-06-04 00:00:00.000000,Open,,GLASS,AUTO,LOW,DC,Y,Salvage,ADJ01-1005766,,,,Open,,Y,Y,Unassigned,,
CLM01-10134,IA01-10134,POL01-1019291,INC01-100134,2018-12-07 00:00:00.000000,2018-12-11 00:00:00.000000,Open,,GLASS,AUTO,LOW,IA,Y,FastTrack,ADJ01-1004120,,,,Close,,,Y,Unassigned,,
CLM01-10137,IA01-10137,POL01-1016762,INC01-100137,2019-01-27 00:00:00.000000,2019-02-01 00:00:00.000000,Open,,COL,AUTO,MEDIUM,NV,,Physical,ADJ01-1008354,,Y,Y,Close,,,Y,Unassigned,,
CLM01-10138,IA01-10138,POL01-1019400,INC01-100138,2018-02-14 00:00:00.000000,2018-02-14 00:00:00.000000,Open,,COL,AUTO,MEDIUM,WI,,houseowners compound,ADJ01-1002312,,Y,Y,Open,,Y,,Unassigned,,
CLM01-10139,IA01-10139,POL01-1009988,INC01-100139,2018-10-02 00:00:00.000000,2018-10-02 00:00:00.000000,Open,,GLASS,AUTO,LOW,AZ,Y,Fire/Theft,ADJ01-1016016,,,,Close,,Y,,Unassigned,,
CLM01-10146,IA01-10146,POL01-1004397,INC01-100146,2018-11-18 00:00:00.000000,2018-11-21 00:00:00.000000,Open,,PD,AUTO,HIGH,AZ,,Injury-Compound,ADJ01-1017412,,,,Open,Y,Y,Y,Assigned,5,
CLM01-10147,IA01-10147,POL01-1015146,INC01-100147,2018-12-17 00:00:00.000000,2018-12-17 00:00:00.000000,Closed,2019-02-08 04:40:28.027040,PD,AUTO,HIGH,RI,,Injury-Compound,ADJ01-1018581,,,,Close,,Y,,Unassigned,,Closed without payment
CLM01-10150,IA01-10150,POL01-1007327,INC01-100151,2018-03-05 00:00:00.000000,2018-03-09 00:00:00.000000,Open,,BI,AUTO,HIGH,VA,,Total Loss,ADJ01-1009663,,,,Open,,,Y,Unassigned,,
CLM01-10151,IA01-10151,POL01-1016803,INC01-100152,2019-01-28 00:00:00.000000,2019-01-30 00:00:00.000000,Open,,COL,AUTO,MEDIUM,ND,,General,ADJ01-1012789,,Y,Y,Open,,Y,,Unassigned,,
CLM01-10155,IA01-10155,POL01-1018894,INC01-100156,2018-11-18 00:00:00.000000,2018-11-21 00:00:00.000000,Open,,PD,AUTO,HIGH,NH,,Injury-Compound,ADJ01-1017585,,,,Open,Y,,Y,Unassigned,,
CLM01-10157,IA01-10157,POL01-1005550,INC01-100158,2018-11-17 00:00:00.000000,2018-11-17 00:00:00.000000,Open,,PD,AUTO,HIGH,WV,,Glass,ADJ01-1019521,,,,Close,Y,,Y,Unassigned,,
CLM01-10158,IA01-10158,POL01-1009370,INC01-100159,2018-05-22 00:00:00.000000,2018-05-27 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,IA,,General,ADJ01-1009859,,Y,Y,Open,,,Y,Unassigned,,
CLM01-10160,IA01-10160,POL01-1012843,INC01-100161,2018-10-12 00:00:00.000000,2018-10-16 00:00:00.000000,Open,,BI,AUTO,HIGH,CA,,Medical Claims,ADJ01-1004371,,,,Open,Y,Y,Y,Unassigned,,
CLM01-10162,IA01-10162,POL01-1007614,INC01-100163,2019-01-04 00:00:00.000000,2019-01-05 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,CO,,Fire/Theft,ADJ01-1012826,,Y,Y,Open,Y,Y,Y,Unassigned,,
CLM01-10168,IA01-10168,POL01-1005771,INC01-100169,2018-06-19 00:00:00.000000,2018-06-21 00:00:00.000000,Open,,GLASS,AUTO,LOW,MT,Y,Injury-Compound,ADJ01-1002704,,,,Close,Y,,Y,Unassigned,,
CLM01-10171,IA01-10171,POL01-1022373,INC01-100172,2018-12-10 00:00:00.000000,2018-12-10 00:00:00.000000,Open,,BI,AUTO,HIGH,MD,,Fire/Theft,ADJ01-1000174,Y,,,Close,,,,Unassigned,,
CLM01-10172,IA01-10172,POL01-1012361,INC01-100173,2018-12-23 00:00:00.000000,2018-12-25 00:00:00.000000,Open,,GLASS,AUTO,LOW,TX,Y,General,ADJ01-1018628,,,,Open,Y,Y,,Unassigned,,
CLM01-10173,IA01-10173,POL01-1010816,INC01-100174,2019-01-04 00:00:00.000000,2019-01-05 00:00:00.000000,Open,,PD,AUTO,HIGH,HI,,Analyst Vendor IPD,ADJ01-1008554,,,,Close,,,Y,Unassigned,,
CLM01-10176,IA01-10176,POL01-1016626,INC01-100177,2018-04-28 00:00:00.000000,2018-04-29 00:00:00.000000,Open,,PD,AUTO,HIGH,AL,,General,ADJ01-1006118,,,,Close,,Y,,Unassigned,,
CLM01-10177,IA01-10177,POL01-1002665,INC01-100178,2018-10-27 00:00:00.000000,2018-10-31 00:00:00.000000,Open,,PD,AUTO,HIGH,AL,,Salvage,ADJ01-1003127,,,,Open,,Y,,Unassigned,,
CLM01-10178,IA01-10178,POL01-1001895,INC01-100179,2019-01-03 00:00:00.000000,2019-01-03 00:00:00.000000,Closed,2019-02-08 04:40:28.027326,COL,AUTO,MEDIUM,HI,,General,ADJ01-1018333,,Y,Y,Open,Y,Y,,Unassigned,,Closed without payment
CLM01-10179,IA01-10179,POL01-1017447,INC01-100180,2018-10-01 00:00:00.000000,2018-10-01 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,DC,,Injury,ADJ01-1009506,,Y,Y,Close,,Y,Y,Unassigned,,
CLM01-10180,IA01-10180,POL01-1006267,INC01-100181,2019-01-17 00:00:00.000000,2019-01-18 00:00:00.000000,Open,,COL,AUTO,MEDIUM,WV,,Injury-Compound,ADJ01-1014846,,Y,Y,Close,Y,,Y,Unassigned,,
CLM01-10181,IA01-10181,POL01-1002890,INC01-100182,2018-04-18 00:00:00.000000,2018-04-21 00:00:00.000000,Open,,GLASS,AUTO,LOW,WI,Y,houseowners Low Compound,ADJ01-1015289,,,,Open,Y,,Y,Unassigned,,
CLM01-10194,IA01-10194,POL01-1004473,INC01-100195,2018-12-29 00:00:00.000000,2018-12-31 00:00:00.000000,Closed,2019-02-08 04:40:28.027419,BI,AUTO,HIGH,WI,,houseowners compound,ADJ01-1007565,Y,,,Open,Y,Y,Y,Unassigned,,Rejected
CLM01-10195,IA01-10195,POL01-1009075,INC01-100196,2018-10-07 00:00:00.000000,2018-10-11 00:00:00.000000,Open,,GLASS,AUTO,LOW,ID,Y,Injury-Compound,ADJ01-1009684,,,,Close,Y,Y,Y,Unassigned,,
CLM01-10201,IA01-10201,POL01-1018113,INC01-100202,2018-10-26 00:00:00.000000,2018-10-28 00:00:00.000000,Open,,COL,AUTO,MEDIUM,MO,,Glass,ADJ01-1001961,,Y,Y,Open,Y,Y,,Assigned,10,
CLM01-10202,IA01-10202,POL01-1009345,INC01-100203,2019-01-22 00:00:00.000000,2019-01-25 00:00:00.000000,Open,,COL,AUTO,MEDIUM,GA,,FastTrack,ADJ01-1016498,,Y,Y,Close,,,Y,Unassigned,,
CLM01-10206,IA01-10206,POL01-1002157,INC01-100207,2018-10-25 00:00:00.000000,2018-10-28 00:00:00.000000,Open,,GLASS,AUTO,LOW,NM,Y,Injury,ADJ01-1010158,,,,Open,Y,Y,Y,Unassigned,,
CLM01-10210,IA01-10210,POL01-1001581,INC01-100211,2018-07-07 00:00:00.000000,2018-07-11 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,MO,,houseowners compound,ADJ01-1005435,,Y,Y,Open,Y,,Y,Unassigned,,
CLM01-10212,IA01-10212,POL01-1009872,INC01-100213,2018-11-19 00:00:00.000000,2018-11-19 00:00:00.000000,Open,,BI,AUTO,HIGH,MO,,Injury,ADJ01-1008749,,,,Close,Y,,Y,Unassigned,,
CLM01-10213,IA01-10213,POL01-1005455,INC01-100214,2018-12-15 00:00:00.000000,2018-12-16 00:00:00.000000,Closed,2019-02-08 04:40:28.027600,COMP,AUTO,MEDIUM,GA,,Injury,ADJ01-1019394,,Y,Y,Open,,,,Unassigned,,Duplicate
CLM01-10214,IA01-10214,POL01-1012346,INC01-100215,2018-06-22 00:00:00.000000,2018-06-26 00:00:00.000000,Open,,BI,AUTO,HIGH,UT,,houseowners Low Compound,ADJ01-1005397,Y,,,Close,Y,,,Unassigned,,
CLM01-10216,IA01-10216,POL01-1010878,INC01-100217,2018-12-23 00:00:00.000000,2018-12-24 00:00:00.000000,Closed,2019-02-08 04:40:28.027648,PD,AUTO,HIGH,NM,,Total Loss,ADJ01-1008973,,,,Close,Y,,,Unassigned,,Closed without payment
CLM01-10221,IA01-10221,POL01-1007414,INC01-100222,2018-10-06 00:00:00.000000,2018-10-11 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,CT,,Physical,ADJ01-1000959,,Y,Y,Open,Y,Y,,Unassigned,,
CLM01-10223,IA01-10223,POL01-1024992,INC01-100224,2019-01-29 00:00:00.000000,2019-02-02 00:00:00.000000,Open,,PD,AUTO,HIGH,NM,,Physical,ADJ01-1013020,,,,Close,,Y,,Unassigned,,
CLM01-10224,IA01-10224,POL01-1016886,INC01-100225,2018-05-27 00:00:00.000000,2018-05-28 00:00:00.000000,Open,,BI,AUTO,HIGH,WY,,Salvage,ADJ01-1019211,,,,Open,,Y,Y,Assigned,3,
CLM01-10227,IA01-10227,POL01-1022929,INC01-100228,2018-03-05 00:00:00.000000,2018-03-10 00:00:00.000000,Open,,PD,AUTO,HIGH,AK,,FastTrack,ADJ01-1018076,,,,Close,Y,Y,Y,Unassigned,,
CLM01-10228,IA01-10228,POL01-1014586,INC01-100229,2018-11-05 00:00:00.000000,2018-11-08 00:00:00.000000,Open,,PD,AUTO,HIGH,VA,,houseowners Low Compound,ADJ01-1011757,,,,Close,,Y,Y,Unassigned,,
CLM01-10230,IA01-10230,POL01-1009880,INC01-100231,2018-12-05 00:00:00.000000,2018-12-05 00:00:00.000000,Open,,GLASS,AUTO,LOW,MO,Y,Subrogation,ADJ01-1002365,,,,Open,,,,Unassigned,,
CLM01-10232,IA01-10232,POL01-1023623,INC01-100233,2018-10-02 00:00:00.000000,2018-10-03 00:00:00.000000,Open,,COL,AUTO,MEDIUM,AK,,Analyst Vendor IPD,ADJ01-1005344,,Y,Y,Open,,,,Unassigned,,
CLM01-10234,IA01-10234,POL01-1000431,INC01-100235,2018-10-31 00:00:00.000000,2018-11-05 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,VA,,houseowners compound,ADJ01-1007430,,Y,Y,Open,Y,,Y,Unassigned,,
CLM01-10237,IA01-10237,POL01-1003774,INC01-100238,2019-01-30 00:00:00.000000,2019-02-04 00:00:00.000000,Open,,PD,AUTO,HIGH,WI,,houseowners Low Compound,ADJ01-1016617,,,,Close,Y,Y,Y,Unassigned,,
CLM01-10241,IA01-10241,POL01-1009684,INC01-100242,2018-06-21 00:00:00.000000,2018-06-24 00:00:00.000000,Open,,BI,AUTO,HIGH,NJ,,Medical Claims,ADJ01-1014645,,,,Open,,Y,Y,Unassigned,,
CLM01-10242,IA01-10242,POL01-1001795,INC01-100243,2018-11-07 00:00:00.000000,2018-11-07 00:00:00.000000,Open,,PD,AUTO,HIGH,KS,,Glass,ADJ01-1001860,,,,Close,,,Y,Unassigned,,
CLM01-10243,IA01-10243,POL01-1014772,INC01-100244,2019-01-25 00:00:00.000000,2019-01-28 00:00:00.000000,Open,,PD,AUTO,HIGH,AZ,,houseowners compound,ADJ01-1017124,,,,Close,,,Y,Unassigned,,
CLM01-10245,IA01-10245,POL01-1005319,INC01-100246,2018-10-19 00:00:00.000000,2018-10-19 00:00:00.000000,Open,,COL,AUTO,MEDIUM,AR,,Glass,ADJ01-1006838,,Y,Y,Open,,,,Unassigned,,
CLM01-10247,IA01-10247,POL01-1004987,INC01-100248,2018-12-17 00:00:00.000000,2018-12-22 00:00:00.000000,Closed,2019-02-08 04:40:28.027950,BI,AUTO,HIGH,WI,,Total Loss,ADJ01-1000959,,,,Close,Y,Y,Y,Unassigned,,Rejected
CLM01-10250,IA01-10250,POL01-1015638,INC01-100251,2018-04-30 00:00:00.000000,2018-05-01 00:00:00.000000,Open,,PD,AUTO,HIGH,LA,,Salvage,ADJ01-1012719,,,,Close,,Y,,Unassigned,,
