claim_id,claim_claimnumber,policy_number,incident_id,claim_lossdate,claim_reporteddate,claim_status,claim_closedate,claim_losstype,claim_lob,claim_severity,claim_loss_add_state,claim_glass_ind,claim_primary_group,claim_primary_adjuster_id,claim_litigation_ind,claim_subrogation_status,claim_salvage_status,claim_litigation_status,claim_fatalities,claim_large_loss,claim_coverage_in_question,claim_siu_status,claim_siu_score,claim_resolution
CLM01-10037,IA01-10037,POL01-1000852,INC01-100038,2018-07-26 00:00:00.000000,2018-07-30 00:00:00.000000,Open,,COL,AUTO,MEDIUM,PA,,Total Loss,ADJ01-1008508,,Y,Y,Close,,Y,,Unassigned,,
CLM01-10043,IA01-10043,POL01-1012135,INC01-100044,2019-01-03 00:00:00.000000,2019-01-03 00:00:00.000000,Open,,BI,AUTO,HIGH,UT,,General,ADJ01-1017262,,,,Close,,Y,Y,Unassigned,,
CLM01-10045,IA01-10045,POL01-1009436,INC01-100046,2018-07-29 00:00:00.000000,2018-07-30 00:00:00.000000,Open,,GLASS,AUTO,LOW,MD,Y,Glass,ADJ01-1003194,,,,Open,,Y,Y,Unassigned,,
CLM01-10047,IA01-10047,POL01-1012862,INC01-100048,2018-12-11 00:00:00.000000,2018-12-16 00:00:00.000000,Closed,2019-02-04 23:22:31.731889,PD,AUTO,HIGH,VT,,Subrogation,ADJ01-1010170,,,,Close,,Y,,Unassigned,,Rejected
CLM01-10050,IA01-10050,POL01-1000149,INC01-100051,2019-01-17 00:00:00.000000,2019-01-21 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,GA,,Salvage,ADJ01-1008606,,Y,Y,Open,Y,Y,,Unassigned,,
CLM01-10052,IA01-10052,POL01-1017121,INC01-100053,2018-09-12 00:00:00.000000,2018-09-17 00:00:00.000000,Open,,PD,AUTO,HIGH,NM,,Subrogation,ADJ01-1018160,,,,Open,,,Y,Unassigned,,
CLM01-10053,IA01-10053,POL01-1022630,INC01-100054,2019-01-08 00:00:00.000000,2019-01-12 00:00:00.000000,Open,,COL,AUTO,MEDIUM,MI,,Tow,ADJ01-1008604,,Y,Y,Close,,,Y,Unassigned,,
CLM01-10054,IA01-10054,POL01-1017278,INC01-100055,2018-11-01 00:00:00.000000,2018-11-03 00:00:00.000000,Open,,GLASS,AUTO,LOW,ME,Y,houseowners Low Compound,ADJ01-1002076,,,,Open,Y,Y,,Unassigned,,
CLM01-10056,IA01-10056,POL01-1015768,INC01-100057,2018-11-12 00:00:00.000000,2018-11-17 00:00:00.000000,Open,,GLASS,AUTO,LOW,CA,Y,General,ADJ01-1004007,,,,Open,Y,Y,Y,Unassigned,,
CLM01-10059,IA01-10059,POL01-1007655,INC01-100060,2018-12-18 00:00:00.000000,2018-12-22 00:00:00.000000,Closed,2019-02-04 23:22:31.732017,PD,AUTO,HIGH,CO,,Subrogation,ADJ01-1003095,,,,Close,Y,Y,Y,Unassigned,,Closed with payments
CLM01-10060,IA01-10060,POL01-1015821,INC01-100061,2019-01-19 00:00:00.000000,2019-01-19 00:00:00.000000,Open,,COL,AUTO,MEDIUM,OK,,Injury-Compound,ADJ01-1006260,,Y,Y,Open,Y,Y,Y,Unassigned,,
CLM01-10064,IA01-10064,POL01-1023321,INC01-100065,2018-03-19 00:00:00.000000,2018-03-24 00:00:00.000000,Open,,PD,AUTO,HIGH,UT,,Total Loss,ADJ01-1011397,,,,Open,,,,Unassigned,,
CLM01-10066,IA01-10066,POL01-1017300,INC01-100067,2018-12-30 00:00:00.000000,2019-01-04 00:00:00.000000,Open,,COL,AUTO,MEDIUM,LA,,Tow,ADJ01-1005564,,Y,Y,Close,,Y,Y,Unassigned,,
CLM01-10070,IA01-10070,POL01-1003882,INC01-100071,2018-02-25 00:00:00.000000,2018-02-25 00:00:00.000000,Open,,BI,AUTO,HIGH,NE,,General,ADJ01-1008756,,,,Open,Y,Y,,Unassigned,,
CLM01-10071,IA01-10071,POL01-1009055,INC01-100072,2018-12-08 00:00:00.000000,2018-12-11 00:00:00.000000,Closed,2019-02-04 23:22:31.732124,COL,AUTO,MEDIUM,WA,,Subrogation,ADJ01-1014037,,Y,Y,Open,,,Y,Unassigned,,Rejected
CLM01-10073,IA01-10073,POL01-1003109,INC01-100074,2018-12-21 00:00:00.000000,2018-12-21 00:00:00.000000,Closed,2019-02-04 23:22:31.732152,COMP,AUTO,MEDIUM,NV,,Subrogation,ADJ01-1012360,,Y,Y,Open,Y,Y,Y,Unassigned,,Duplicate
CLM01-10075,IA01-10075,POL01-1011939,INC01-100076,2018-05-07 00:00:00.000000,2018-05-08 00:00:00.000000,Open,,GLASS,AUTO,LOW,ND,Y,Medical Claims,ADJ01-1010635,,,,Close,Y,Y,Y,Unassigned,,
CLM01-10076,IA01-10076,POL01-1020896,INC01-100077,2018-04-13 00:00:00.000000,2018-04-14 00:00:00.000000,Open,,GLASS,AUTO,LOW,OK,Y,Injury,ADJ01-1001833,,,,Close,Y,Y,Y,Unassigned,,
CLM01-10079,IA01-10079,POL01-1024041,INC01-100080,2019-01-04 00:00:00.000000,2019-01-07 00:00:00.000000,Open,,PD,AUTO,HIGH,MO,,Injury,ADJ01-1014116,,,,Open,,Y,,Unassigned,,
CLM01-10083,IA01-10083,POL01-1024998,INC01-100084,2018-10-15 00:00:00.000000,2018-10-19 00:00:00.000000,Open,,COL,AUTO,MEDIUM,AZ,,Physical,ADJ01-1007881,,Y,Y,Open,Y,,,Unassigned,,
CLM01-10085,IA01-10085,POL01-1017062,INC01-100086,2018-12-26 00:00:00.000000,2018-12-28 00:00:00.000000,Closed,2019-02-04 23:22:31.732262,COL,AUTO,MEDIUM,NE,,Salvage,ADJ01-1010087,,Y,Y,Open,Y,Y,Y,Unassigned,,Duplicate
CLM01-10087,IA01-10087,POL01-1016181,INC01-100088,2019-01-28 00:00:00.000000,2019-02-02 00:00:00.000000,Open,,GLASS,AUTO,LOW,OH,Y,Injury-Compound,ADJ01-1000830,,,,Close,Y,Y,Y,Unassigned,,
CLM01-10089,IA01-10089,POL01-1022293,INC01-100090,2018-02-19 00:00:00.000000,2018-02-19 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,ME,,Fire/Theft,ADJ01-1009623,,Y,Y,Open,,,Y,Unassigned,,
CLM01-10090,IA01-10090,POL01-1020812,INC01-100091,2018-11-25 00:00:00.000000,2018-11-26 00:00:00.000000,Open,,BI,AUTO,HIGH,WI,,Injury-Compound,ADJ01-1017606,,,,Open,Y,Y,,Unassigned,,
CLM01-10093,IA01-10093,POL01-1005490,INC01-100094,2018-01-14 00:00:00.000000,2018-01-16 00:00:00.000000,Open,,COL,AUTO,MEDIUM,WY,,Injury,ADJ01-1014746,,Y,Y,Close,,Y,,Unassigned,,
CLM01-10094,IA01-10094,POL01-1013737,INC01-100095,2019-01-03 00:00:00.000000,2019-01-08 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,CA,,Total Loss,ADJ01-1003055,,Y,Y,Open,,Y,Y,Unassigned,,
CLM01-10097,IA01-10097,POL01-1017399,INC01-100097,2018-12-18 00:00:00.000000,2018-12-19 00:00:00.000000,Closed,2019-02-04 23:22:31.732401,COL,AUTO,MEDIUM,CT,,FastTrack,ADJ01-1002301,,Y,Y,Close,Y,,Y,Unassigned,,Rejected
CLM01-10098,IA01-10098,POL01-1023797,INC01-100098,2018-10-13 00:00:00.000000,2018-10-16 00:00:00.000000,Open,,PD,AUTO,HIGH,IA,,Injury-Compound,ADJ01-1001761,,,,Open,Y,Y,,Unassigned,,
CLM01-10104,IA01-10104,POL01-1022116,INC01-100104,2018-10-20 00:00:00.000000,2018-10-20 00:00:00.000000,Open,,PD,AUTO,HIGH,NM,,Medical Claims,ADJ01-1010856,,,,Close,Y,,,Assigned,1,
CLM01-10106,IA01-10106,POL01-1016223,INC01-100106,2019-01-24 00:00:00.000000,2019-01-28 00:00:00.000000,Open,,GLASS,AUTO,LOW,MT,Y,Injury-Compound,ADJ01-1002389,,,,Close,Y,Y,,Unassigned,,
CLM01-10108,IA01-10108,POL01-1022944,INC01-100108,2018-10-21 00:00:00.000000,2018-10-23 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,WV,,FastTrack,ADJ01-1016022,,Y,Y,Open,,Y,,Unassigned,,
CLM01-10110,IA01-10110,POL01-1003920,INC01-100110,2018-10-12 00:00:00.000000,2018-10-12 00:00:00.000000,Open,,BI,AUTO,HIGH,DC,,Glass,ADJ01-1014432,,,,Open,,Y,Y,Assigned,4,
CLM01-10113,IA01-10113,POL01-1015766,INC01-100113,2018-09-02 00:00:00.000000,2018-09-03 00:00:00.000000,Open,,GLASS,AUTO,LOW,IL,Y,houseowners compound,ADJ01-1013273,,,,Open,Y,,,Unassigned,,
CLM01-10116,IA01-10116,POL01-1013785,INC01-100116,2018-11-24 00:00:00.000000,2018-11-25 00:00:00.000000,Open,,BI,AUTO,HIGH,NM,,Injury,ADJ01-1018004,,,,Close,,,Y,Unassigned,,
CLM01-10118,IA01-10118,POL01-1010915,INC01-100118,2018-03-07 00:00:00.000000,2018-03-11 00:00:00.000000,Open,,BI,AUTO,HIGH,OR,,Medical Claims,ADJ01-1004320,,,,Open,Y,,,Unassigned,,
CLM01-10119,IA01-10119,POL01-1015484,INC01-100119,2018-07-07 00:00:00.000000,2018-07-11 00:00:00.000000,Open,,COL,AUTO,MEDIUM,MT,,Physical,ADJ01-1019342,,Y,Y,Open,Y,,,Unassigned,,
CLM01-10120,IA01-10120,POL01-1004451,INC01-100120,2018-09-20 00:00:00.000000,2018-09-23 00:00:00.000000,Open,,GLASS,AUTO,LOW,DC,Y,houseowners compound,ADJ01-1003998,,,,Open,Y,,Y,Unassigned,,
CLM01-10122,IA01-10122,POL01-1012983,INC01-100122,2018-09-01 00:00:00.000000,2018-09-05 00:00:00.000000,Open,,GLASS,AUTO,LOW,AR,Y,Analyst Vendor IPD,ADJ01-1019294,,,,Close,Y,Y,,Unassigned,,
CLM01-10129,IA01-10129,POL01-1000760,INC01-100129,2018-05-17 00:00:00.000000,2018-05-17 00:00:00.000000,Open,,GLASS,AUTO,LOW,TN,Y,Medical Claims,ADJ01-1011578,,,,Open,,,,Unassigned,,
CLM01-10130,IA01-10130,POL01-1004819,INC01-100130,2018-03-18 00:00:00.000000,2018-03-22 00:00:00.000000,Open,,BI,AUTO,HIGH,MI,,houseowners Low Compound,ADJ01-1003366,,,,Close,Y,Y,,Assigned,7,
CLM01-10134,IA01-10134,POL01-1019726,INC01-100134,2018-12-29 00:00:00.000000,2018-12-29 00:00:00.000000,Closed,2019-02-04 23:22:31.732723,COL,AUTO,MEDIUM,LA,,Salvage,ADJ01-1001139,,Y,Y,Open,Y,,Y,Unassigned,,Rejected
CLM01-10135,IA01-10135,POL01-1015702,INC01-100135,2019-01-08 00:00:00.000000,2019-01-09 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,WV,,Total Loss,ADJ01-1018726,,Y,Y,Open,,Y,Y,Unassigned,,
CLM01-10136,IA01-10136,POL01-1020884,INC01-100136,2018-11-12 00:00:00.000000,2018-11-15 00:00:00.000000,Open,,PD,AUTO,HIGH,AZ,,Injury-Compound,ADJ01-1015737,,,,Open,,Y,Y,Unassigned,,
CLM01-10137,IA01-10137,POL01-1011875,INC01-100137,2018-09-14 00:00:00.000000,2018-09-16 00:00:00.000000,Open,,PD,AUTO,HIGH,NY,,Injury-Compound,ADJ01-1006299,,,,Open,,,Y,Assigned,3,
CLM01-10142,IA01-10142,POL01-1020251,INC01-100142,2018-04-20 00:00:00.000000,2018-04-23 00:00:00.000000,Open,,COL,AUTO,MEDIUM,ID,,Analyst Vendor IPD,ADJ01-1017497,,Y,Y,Open,,Y,Y,Assigned,9,
CLM01-10143,IA01-10143,POL01-1000715,INC01-100143,2018-11-24 00:00:00.000000,2018-11-24 00:00:00.000000,Open,,GLASS,AUTO,LOW,OH,Y,Glass,ADJ01-1000493,,,,Close,Y,,Y,Unassigned,,
CLM01-10147,IA01-10147,POL01-1019789,INC01-100147,2018-03-23 00:00:00.000000,2018-03-25 00:00:00.000000,Open,,PD,AUTO,HIGH,IA,,Glass,ADJ01-1005222,,,,Open,Y,,Y,Unassigned,,
CLM01-10148,IA01-10148,POL01-1015581,INC01-102130,2018-11-14 00:00:00.000000,2018-11-17 00:00:00.000000,Open,,COL,AUTO,MEDIUM,NJ,,Medical Claims,ADJ01-1004054,,Y,Y,Open,,Y,,Unassigned,,
CLM01-10150,IA01-10150,POL01-1011589,INC01-100149,2018-11-01 00:00:00.000000,2018-11-06 00:00:00.000000,Open,,COL,AUTO,MEDIUM,HI,,Analyst Vendor IPD,ADJ01-1011223,,Y,Y,Open,,Y,Y,Unassigned,,
CLM01-10153,IA01-10153,POL01-1011532,INC01-100152,2019-01-01 00:00:00.000000,2019-01-04 00:00:00.000000,Open,,BI,AUTO,HIGH,UT,,Subrogation,ADJ01-1017430,,,,Close,Y,Y,Y,Unassigned,,
CLM01-10154,IA01-10154,POL01-1023947,INC01-100153,2019-01-21 00:00:00.000000,2019-01-24 00:00:00.000000,Open,,BI,AUTO,HIGH,MS,,houseowners Low Compound,ADJ01-1003271,,,,Open,,,,Unassigned,,
CLM01-10155,IA01-10155,POL01-1018875,INC01-100154,2018-11-02 00:00:00.000000,2018-11-07 00:00:00.000000,Open,,COL,AUTO,MEDIUM,MN,,Analyst Vendor IPD,ADJ01-1011194,,Y,Y,Open,Y,Y,,Unassigned,,
CLM01-10156,IA01-10156,POL01-1002754,INC01-100155,2018-11-27 00:00:00.000000,2018-12-02 00:00:00.000000,Open,,BI,AUTO,HIGH,MA,,Salvage,ADJ01-1004917,,,,Open,Y,,Y,Unassigned,,
CLM01-10157,IA01-10157,POL01-1008690,INC01-100156,2018-10-19 00:00:00.000000,2018-10-19 00:00:00.000000,Open,,BI,AUTO,HIGH,MD,,Physical,ADJ01-1007758,,,,Close,,Y,Y,Unassigned,,
CLM01-10158,IA01-10158,POL01-1006431,INC01-100157,2019-01-17 00:00:00.000000,2019-01-22 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,AR,,General,ADJ01-1016724,,Y,Y,Close,Y,Y,,Unassigned,,
CLM01-10161,IA01-10161,POL01-1016594,INC01-100160,2018-12-24 00:00:00.000000,2018-12-26 00:00:00.000000,Closed,2019-02-04 23:22:31.733026,PD,AUTO,HIGH,TN,,Analyst Vendor IPD,ADJ01-1010635,,,,Open,,Y,Y,Unassigned,,Rejected
CLM01-10163,IA01-10163,POL01-1006474,INC01-100162,2019-01-05 00:00:00.000000,2019-01-06 00:00:00.000000,Open,,PD,AUTO,HIGH,TN,,FastTrack,ADJ01-1017500,,,,Open,,Y,Y,Unassigned,,
CLM01-10164,IA01-10164,POL01-1001873,INC01-100163,2018-06-30 00:00:00.000000,2018-07-04 00:00:00.000000,Open,,COL,AUTO,MEDIUM,TX,,Medical Claims,ADJ01-1007521,,Y,Y,Open,,,,Unassigned,,
CLM01-10167,IA01-10167,POL01-1004816,INC01-100166,2018-11-30 00:00:00.000000,2018-12-04 00:00:00.000000,Open,,GLASS,AUTO,LOW,VT,Y,Injury-Compound,ADJ01-1016136,,,,Close,,,Y,Unassigned,,
CLM01-10168,IA01-10168,POL01-1018635,INC01-100167,2018-08-01 00:00:00.000000,2018-08-03 00:00:00.000000,Open,,GLASS,AUTO,LOW,TN,Y,Salvage,ADJ01-1008527,,,,Open,Y,Y,Y,Assigned,9,
CLM01-10171,IA01-10171,POL01-1001429,INC01-100170,2018-12-20 00:00:00.000000,2018-12-25 00:00:00.000000,Closed,2019-02-04 23:22:31.733134,PD,AUTO,HIGH,VT,,Injury,ADJ01-1008805,,,,Open,Y,Y,Y,Unassigned,,Rejected
CLM01-10173,IA01-10173,POL01-1000918,INC01-100172,2018-10-20 00:00:00.000000,2018-10-25 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,MN,,Subrogation,ADJ01-1013587,,Y,Y,Close,,Y,,Unassigned,,
CLM01-10179,IA01-10179,POL01-1024888,INC01-100178,2019-01-18 00:00:00.000000,2019-01-23 00:00:00.000000,Open,,COL,AUTO,MEDIUM,MN,,Medical Claims,ADJ01-1017612,,Y,Y,Close,Y,Y,Y,Unassigned,,
CLM01-10182,IA01-10182,POL01-1014115,INC01-100181,2018-12-18 00:00:00.000000,2018-12-19 00:00:00.000000,Closed,2019-02-04 23:22:31.733202,COMP,AUTO,MEDIUM,NC,,Total Loss,ADJ01-1005515,,Y,Y,Open,Y,,Y,Unassigned,,Closed without payment
CLM01-10183,IA01-10183,POL01-1008467,INC01-100182,2018-07-04 00:00:00.000000,2018-07-09 00:00:00.000000,Open,,PD,AUTO,HIGH,CO,,Fire/Theft,ADJ01-1001884,,,,Close,Y,Y,Y,Unassigned,,
CLM01-10185,IA01-10185,POL01-1016739,INC01-100184,2018-08-07 00:00:00.000000,2018-08-09 00:00:00.000000,Open,,BI,AUTO,HIGH,NV,,Analyst Vendor IPD,ADJ01-1015882,,,,Open,,,Y,Unassigned,,
CLM01-10189,IA01-10189,POL01-1008614,INC01-100188,2019-01-27 00:00:00.000000,2019-01-29 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,FL,,Total Loss,ADJ01-1018390,,Y,Y,Close,,Y,,Unassigned,,
CLM01-10190,IA01-10190,POL01-1014099,INC01-100189,2018-06-04 00:00:00.000000,2018-06-08 00:00:00.000000,Open,,COL,AUTO,MEDIUM,NE,,Analyst Vendor IPD,ADJ01-1004001,,Y,Y,Open,,,Y,Unassigned,,
CLM01-10198,IA01-10198,POL01-1006665,INC01-100197,2018-10-14 00:00:00.000000,2018-10-17 00:00:00.000000,Open,,GLASS,AUTO,LOW,IA,Y,Analyst Vendor IPD,ADJ01-1009971,,,,Open,Y,Y,Y,Unassigned,,
CLM01-10201,IA01-10201,POL01-1005626,INC01-100200,2018-04-12 00:00:00.000000,2018-04-14 00:00:00.000000,Open,,GLASS,AUTO,LOW,NE,Y,Medical Claims,ADJ01-1001780,,,,Close,Y,Y,Y,Unassigned,,
CLM01-10202,IA01-10202,POL01-1015554,INC01-100201,2018-04-13 00:00:00.000000,2018-04-18 00:00:00.000000,Open,,GLASS,AUTO,LOW,CA,Y,Analyst Vendor IPD,ADJ01-1015537,,,,Open,Y,,Y,Unassigned,,
CLM01-10203,IA01-10203,POL01-1016463,INC01-100202,2018-12-13 00:00:00.000000,2018-12-15 00:00:00.000000,Closed,2019-02-04 23:22:31.733388,PD,AUTO,HIGH,CO,,Subrogation,ADJ01-1003166,,,,Close,,Y,,Unassigned,,Duplicate
CLM01-10206,IA01-10206,POL01-1008709,INC01-100205,2019-01-20 00:00:00.000000,2019-01-24 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,ME,,Injury,ADJ01-1011371,,Y,Y,Open,Y,,,Unassigned,,
CLM01-10207,IA01-10207,POL01-1005206,INC01-100206,2018-11-03 00:00:00.000000,2018-11-04 00:00:00.000000,Open,,BI,AUTO,HIGH,ID,,Fire/Theft,ADJ01-1003305,,,,Open,Y,Y,,Unassigned,,
CLM01-10209,IA01-10209,POL01-1023566,INC01-100208,2018-03-24 00:00:00.000000,2018-03-26 00:00:00.000000,Open,,PD,AUTO,HIGH,SC,,Physical,ADJ01-1015713,,,,Open,,,,Unassigned,,
CLM01-10211,IA01-10211,POL01-1005897,INC01-100210,2018-01-24 00:00:00.000000,2018-01-24 00:00:00.000000,Open,,BI,AUTO,HIGH,DC,,houseowners compound,ADJ01-1012027,Y,,,Close,,,,Unassigned,,
CLM01-10212,IA01-10212,POL01-1011287,INC01-100211,2018-11-29 00:00:00.000000,2018-12-01 00:00:00.000000,Open,,GLASS,AUTO,LOW,AL,Y,Injury-Compound,ADJ01-1004457,,,,Open,,Y,Y,Unassigned,,
CLM01-10213,IA01-10213,POL01-1012504,INC01-100212,2018-11-22 00:00:00.000000,2018-11-22 00:00:00.000000,Open,,BI,AUTO,HIGH,WY,,Fire/Theft,ADJ01-1011698,,,,Open,Y,,,Unassigned,,
CLM01-10226,IA01-10226,POL01-1012672,INC01-100225,2018-03-17 00:00:00.000000,2018-03-21 00:00:00.000000,Open,,COL,AUTO,MEDIUM,OK,,Medical Claims,ADJ01-1009951,,Y,Y,Close,Y,Y,,Unassigned,,
CLM01-10227,IA01-10227,POL01-1000370,INC01-100226,2018-11-16 00:00:00.000000,2018-11-19 00:00:00.000000,Open,,BI,AUTO,HIGH,ID,,FastTrack,ADJ01-1013424,,,,Open,,Y,,Unassigned,,
CLM01-10228,IA01-10228,POL01-1014936,INC01-100227,2018-11-29 00:00:00.000000,2018-12-01 00:00:00.000000,Open,,COL,AUTO,MEDIUM,NH,,Medical Claims,ADJ01-1012430,,Y,Y,Open,,Y,,Unassigned,,
CLM01-10229,IA01-10229,POL01-1008459,INC01-100228,2018-10-16 00:00:00.000000,2018-10-18 00:00:00.000000,Open,,COL,AUTO,MEDIUM,ND,,houseowners compound,ADJ01-1018952,,Y,Y,Open,,Y,Y,Unassigned,,
CLM01-10230,IA01-10230,POL01-1016060,INC01-100229,2019-01-27 00:00:00.000000,2019-01-30 00:00:00.000000,Open,,PD,AUTO,HIGH,ME,,houseowners Low Compound,ADJ01-1019276,,,,Open,Y,Y,Y,Assigned,4,
CLM01-10234,IA01-10234,POL01-1024746,INC01-100233,2018-12-19 00:00:00.000000,2018-12-24 00:00:00.000000,Closed,2019-02-04 23:22:31.733670,COMP,AUTO,MEDIUM,AK,,General,ADJ01-1016224,,Y,Y,Close,,Y,Y,Unassigned,,Closed without payment
CLM01-10235,IA01-10235,POL01-1009652,INC01-100234,2018-01-09 00:00:00.000000,2018-01-13 00:00:00.000000,Open,,COMP,AUTO,MEDIUM,NC,,houseowners Low Compound,ADJ01-1008836,,Y,Y,Close,Y,,,Assigned,10,
CLM01-10236,IA01-10236,POL01-1012764,INC01-100235,2018-03-07 00:00:00.000000,2018-03-09 00:00:00.000000,Open,,BI,AUTO,HIGH,RI,,Analyst Vendor IPD,ADJ01-1013582,,,,Open,Y,Y,Y,Unassigned,,
CLM01-10240,IA01-10240,POL01-1009154,INC01-100239,2018-08-31 00:00:00.000000,2018-09-03 00:00:00.000000,Open,,GLASS,AUTO,LOW,RI,Y,Fire/Theft,ADJ01-1013901,,,,Open,,Y,Y,Unassigned,,
